country,continent,ranking,year,total,antidiscriminationLegislation,marriageCivilPartnership,adoptionAllowed,lgbtMarketing,equalAgeOfConsent,religiousInfluence,hivTravelRestrictions,antiGayLaws,homosexualityIllegal,prideBanned,localsHostile,prosecution,murders,deathSentence,transGenderRights,intersex3RdOption,conversionTherapy,longName
Afghanistan,Asia,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,-1,NA,NA,NA,Afghanistan
Albania,Europe,55,2015,0,2,0,0,0,1,-1,0,0,0,0,-2,0,0,0,NA,NA,NA,Albania
Algeria,Africa,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Algeria
Andorra,Europe,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Andorra
Angola,Africa,104,2015,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Angola
Antigua & Barbuda,Americas,104,2015,-4,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Antigua and Barbuda
Argentina,Americas,22,2015,4,0,2,2,1,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Argentina
Armenia,Asia,77,2015,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Armenia
Aruba,Americas,43,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Aruba
Australia,Oceania,22,2015,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Australia
Austria,Europe,22,2015,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Austria
Azerbaijan,Asia,77,2015,-1,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,NA,NA,NA,Azerbaijan
The Bahamas,Americas,141,2015,-6,0,0,0,0,0,-1,0,-1,0,0,-2,0,-2,0,NA,NA,NA,The Bahamas
Bahrain,Asia,122,2015,-5,0,0,0,0,0,-2,0,0,0,0,-2,-1,0,0,NA,NA,NA,Bahrain
Bangladesh,Asia,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Bangladesh
Barbados,Americas,104,2015,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Barbados
Belarus,Europe,122,2015,-5,0,0,0,0,1,-1,-1,-1,0,-1,-2,0,0,0,NA,NA,NA,Belarus
Belgium,Europe,3,2015,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Belgium
Belize,Americas,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Belize
Benin,Africa,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Benin
Bhutan,Asia,141,2015,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Bhutan
Bolivia,Americas,43,2015,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Bolivia
Bosnia and Herzegovina,Europe,43,2015,1,2,0,0,0,1,0,0,0,0,-1,-1,0,0,0,NA,NA,NA,Bosnia and Herzegovina
Botswana,Africa,104,2015,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Botswana
Brazil,Americas,18,2015,5,1,2,1,1,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Brazil
British Virgin Islands,Americas,55,2015,0,3,0,0,0,1,-2,0,-1,0,0,-1,0,0,0,NA,NA,NA,British Virgin Islands
Brunei,Asia,141,2015,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Brunei
Bulgaria,Europe,40,2015,2,2,0,0,0,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Bulgaria
Burundi,Africa,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Burundi
Cape Verde,Africa,90,2015,-2,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Cape Verde
Cambodia,Asia,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Cambodia
Cameroon,Africa,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Cameroon
Canada,Americas,3,2015,8,3,2,2,1,1,0,-1,0,0,0,0,0,0,0,NA,NA,NA,Canada
Central African Rep.,Africa,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Central African Republic
Chad,Africa,104,2015,-4,0,0,0,0,0,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Chad
Chile,Americas,77,2015,-1,1,1,0,0,0,-1,0,0,0,0,0,0,-2,0,NA,NA,NA,Chile
China incl. Hong Kong,Asia,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,People's Republic of China
Colombia,Americas,55,2015,0,2,1,0,0,1,-1,0,0,0,0,-1,0,-2,0,NA,NA,NA,Colombia
Comoros,Africa,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Comoros
Costa Rica,Americas,43,2015,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Costa Rica
Croatia,Europe,43,2015,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Croatia
Cuba,Americas,104,2015,-4,0,0,0,0,1,0,-1,-1,0,0,-1,0,-2,0,NA,NA,NA,Cuba
Cyprus,Asia,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Cyprus
Czech Republic,Europe,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Czech Republic
Dem. Rep. of Congo,Africa,104,2015,-4,0,0,0,0,0,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Democratic Republic of the Congo
Denmark,Europe,3,2015,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Denmark
Djibouti,Africa,141,2015,-6,0,0,0,0,0,-2,0,0,-1,0,-2,-1,0,0,NA,NA,NA,Djibouti
Dominica,Americas,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Dominica
Dominican Republic,Americas,122,2015,-5,0,0,0,0,0,-1,-1,0,0,0,-1,0,-2,0,NA,NA,NA,Dominican Republic
Ecuador,Americas,40,2015,2,3,1,0,0,1,-1,-1,0,0,0,-1,0,0,0,NA,NA,NA,Ecuador
Egypt,Africa,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Egypt
El Salvador,Americas,96,2015,-3,1,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,NA,NA,NA,El Salvador
Equatorial Guinea,Africa,104,2015,-4,0,0,0,0,1,-2,-1,0,0,0,-2,0,0,0,NA,NA,NA,Equatorial Guinea
Eritrea,Africa,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Eritrea
Estonia,Europe,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Estonia
Ethiopia,Africa,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Ethiopia
Fiji,Oceania,90,2015,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,NA,NA,NA,Fiji
Finland,Europe,9,2015,7,3,2,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Finland
France,Europe,3,2015,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,France
French Polynesia,Oceania,14,2015,6,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,French Polynesia
Gabon,Africa,90,2015,-2,0,0,0,0,1,-1,0,0,0,0,-2,0,0,0,NA,NA,NA,Gabon
The Gambia,Africa,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,The Gambia
Georgia,Asia,96,2015,-3,1,0,0,0,1,-2,0,0,0,0,-1,0,-2,0,NA,NA,NA,Georgia
Germany,Europe,14,2015,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Germany
Ghana,Africa,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Ghana
Gibraltar,Europe,22,2015,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Gibraltar
Greece,Europe,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Greece
Greenland,Americas,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Greenland
Grenada,Americas,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Grenada
Guadeloupe,Americas,18,2015,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Guadeloupe
Guam,Oceania,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Guam
Guatemala,Americas,104,2015,-4,0,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,NA,NA,NA,Guatemala
Guinea-Bissau,Africa,77,2015,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Guinea-Bissau
Guyana,Americas,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Guyana
Haiti,Americas,122,2015,-5,0,0,0,0,1,-2,0,0,0,0,-2,0,-2,0,NA,NA,NA,Haiti
Honduras,Americas,96,2015,-3,1,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,NA,NA,NA,Honduras
Hungary,Europe,39,2015,3,2,1,0,0,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Hungary
Iceland,Europe,9,2015,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Iceland
India,Asia,104,2015,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,India
Iran,Asia,192,2015,-13,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,-2,-5,NA,NA,NA,Iran
Iraq,Asia,161,2015,-7,0,0,0,0,0,-2,-1,0,0,0,-2,0,-2,0,NA,NA,NA,Iraq
Ireland,Europe,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Ireland
Israel,Asia,22,2015,4,1,1,2,1,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Israel
Italy,Europe,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Italy
Jamaica,Americas,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Jamaica
Japan,Asia,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Japan
Jordan,Asia,176,2015,-8,0,0,0,0,1,-2,-1,-1,0,0,-2,-1,-2,0,NA,NA,NA,Jordan
Kazakhstan,Asia,77,2015,-1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,NA,NA,NA,Kazakhstan
Kenya,Africa,122,2015,-5,0,0,0,0,1,-1,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Kenya
South Korea,Asia,104,2015,-4,0,0,0,0,1,-2,-1,-1,0,0,-1,0,0,0,NA,NA,NA,South Korea
Kosovo,Europe,55,2015,0,3,0,0,0,1,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Kosovo
Kuwait,Asia,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Kuwait
Kyrgyzstan,Asia,96,2015,-3,0,0,0,0,1,-1,-1,0,0,0,-2,0,0,0,NA,NA,NA,Kyrgyzstan
Laos,Asia,77,2015,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Laos
Latvia,Europe,55,2015,0,1,0,0,0,1,0,0,0,0,-1,-1,0,0,0,NA,NA,NA,Latvia
Bermuda,Americas,45,2018,2,1,1,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Bermuda
Bosnia and Herzegovina,Europe,45,2018,2,2,0,0,NA,1,0,0,0,0,-1,-1,0,0,0,1,NA,NA,Bosnia and Herzegovina
Croatia,Europe,45,2018,2,2,1,0,NA,1,-1,0,-1,0,0,-1,0,0,0,1,NA,NA,Croatia
Greece,Europe,45,2018,2,1,1,0,NA,1,-1,0,0,0,0,0,0,0,0,0,NA,NA,Greece
Liechtenstein,Europe,45,2018,2,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Liechtenstein
Lithuania,Europe,45,2018,2,2,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,1,NA,NA,Lithuania
Macau,Asia,45,2018,2,1,0,0,NA,1,0,0,0,0,0,-1,0,0,0,1,NA,NA,Macau
Seychelles,Africa,45,2018,2,2,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,1,NA,NA,Seychelles
Slovakia,Europe,45,2018,2,2,0,0,NA,1,0,0,-1,0,0,-1,0,0,0,1,NA,NA,Slovakia
Taiwan,Asia,45,2018,2,2,0,0,NA,0,0,-1,0,0,0,0,0,0,0,1,NA,NA,Taiwan
Brazil,Americas,55,2018,1,1,2,2,NA,1,-1,0,0,0,0,0,0,-2,0,-2,NA,NA,Brazil
Cambodia,Asia,55,2018,1,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,1,NA,NA,Cambodia
Chile,Americas,55,2018,1,1,1,0,NA,0,-1,0,0,0,0,0,0,-1,0,1,NA,NA,Chile
Cuba,Americas,55,2018,1,1,0,0,NA,1,0,-1,0,0,0,0,-1,0,0,1,NA,NA,Cuba
Cyprus,Asia,55,2018,1,1,1,0,NA,1,-1,0,0,0,0,-1,0,0,0,0,NA,NA,Cyprus
El Salvador,Americas,55,2018,1,2,0,0,NA,1,-1,0,0,0,0,-1,0,-1,0,1,NA,NA,El Salvador
Hungary,Europe,55,2018,1,2,1,0,NA,1,-1,0,-1,0,0,0,0,0,0,-1,NA,NA,Hungary
Japan,Asia,55,2018,1,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,1,NA,NA,Japan
Mexico,Americas,55,2018,1,1,1,2,NA,1,-1,0,0,0,0,-1,0,-2,0,0,NA,NA,Mexico
Mongolia,Asia,55,2018,1,1,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Mongolia
Panama,Americas,55,2018,1,1,0,0,NA,1,0,-1,-1,0,0,0,0,0,0,1,NA,NA,Panama
Virgin Islands (USA),Americas,55,2018,1,1,2,0,NA,1,-1,0,0,0,0,-1,0,-1,0,0,NA,NA,Virgin Islands (USA)
Aruba,Americas,67,2018,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,-1,NA,NA,Aruba
Benin,Africa,67,2018,0,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Benin
Bulgaria,Europe,67,2018,0,2,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Bulgaria
China incl. Hong Kong,Asia,67,2018,0,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,People's Republic of China
Costa Rica,Americas,67,2018,0,2,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,-1,NA,NA,Costa Rica
Curaçao,Americas,67,2018,0,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Curaçao
Latvia,Europe,67,2018,0,1,0,0,NA,1,0,0,-1,0,0,-1,0,0,0,0,NA,NA,Latvia
Montenegro,Europe,67,2018,0,2,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Montenegro
Romania,Europe,67,2018,0,2,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Romania
Serbia,Europe,67,2018,0,2,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Serbia
Sint Maarten,Americas,67,2018,0,2,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Sint Maarten
Thailand,Asia,67,2018,0,2,0,0,NA,1,0,0,0,0,0,-1,0,-1,0,-1,NA,NA,Thailand
Vietnam,Asia,67,2018,0,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Vietnam
Albania,Europe,80,2018,-1,2,0,0,NA,1,-1,0,0,0,0,-2,0,0,0,-1,NA,NA,Albania
Botswana,Africa,80,2018,-1,2,0,0,NA,0,-1,0,-1,-1,0,-1,0,0,0,1,NA,NA,Botswana
British Virgin Islands,Americas,80,2018,-1,3,0,0,NA,1,-2,0,-1,0,0,-1,0,0,0,-1,NA,NA,British Virgin Islands
Guinea-Bissau,Africa,80,2018,-1,0,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,0,NA,NA,Guinea-Bissau
Kazakhstan,Asia,80,2018,-1,0,0,0,NA,1,0,-1,0,0,0,-1,0,0,0,0,NA,NA,Kazakhstan
Kosovo,Europe,80,2018,-1,3,0,0,NA,1,-2,0,0,0,0,-2,0,0,0,-1,NA,NA,Kosovo
Laos,Asia,80,2018,-1,0,0,0,NA,0,0,0,0,0,0,-1,0,0,0,0,NA,NA,Laos
North Macedonia,Europe,80,2018,-1,0,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,1,NA,NA,North Macedonia
Moldova,Europe,80,2018,-1,1,0,0,NA,1,-1,0,-1,0,-1,-1,0,0,0,1,NA,NA,Moldova
Canada,Americas,1,2018,10,3,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Canada
Sweden,Europe,1,2018,10,3,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Sweden
Belgium,Europe,3,2018,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Belgium
Denmark,Europe,3,2018,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Denmark
Finland,Europe,3,2018,9,3,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Finland
France,Europe,3,2018,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,France
Germany,Europe,3,2018,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Germany
Iceland,Europe,3,2018,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Iceland
Netherlands,Europe,3,2018,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Netherlands
New Zealand,Oceania,3,2018,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,New Zealand
Norway,Europe,3,2018,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Norway
Reunion,Africa,3,2018,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Reunion
Spain,Europe,3,2018,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Spain
United Kingdom,Europe,3,2018,9,3,2,2,NA,1,0,0,0,0,0,-1,0,0,0,2,NA,NA,United Kingdom
Austria,Europe,15,2018,8,2,1,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Austria
Gibraltar,Europe,15,2018,8,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Gibraltar
Greenland,Americas,15,2018,8,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Greenland
Ireland,Europe,15,2018,8,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Ireland
Luxembourg,Europe,15,2018,8,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Luxembourg
Uruguay,Americas,15,2018,8,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Uruguay
Colombia,Americas,21,2018,7,2,2,2,NA,1,0,0,0,0,0,0,0,-1,0,1,NA,NA,Colombia
French Polynesia,Oceania,21,2018,7,2,2,2,NA,1,-1,0,0,0,0,0,0,0,0,1,NA,NA,French Polynesia
Israel,Asia,21,2018,7,2,1,2,NA,1,-1,0,0,0,0,0,0,0,0,2,NA,NA,Israel
Malta,Europe,21,2018,7,2,1,2,NA,1,-1,0,0,0,0,0,0,0,0,2,NA,NA,Malta
New Caledonia,Oceania,21,2018,7,2,2,2,NA,1,0,0,0,0,0,-1,0,0,0,1,NA,NA,New Caledonia
Switzerland,Europe,21,2018,7,2,1,1,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Switzerland
Andorra,Europe,27,2018,6,3,1,2,NA,1,0,0,0,0,0,0,0,0,0,-1,NA,NA,Andorra
Australia,Oceania,27,2018,6,1,2,1,NA,1,0,-1,0,0,0,0,0,0,0,2,NA,NA,Australia
Guadeloupe,Americas,27,2018,6,2,2,2,NA,1,-1,0,0,0,0,-1,0,0,0,1,NA,NA,Guadeloupe
Martinique,Americas,27,2018,6,2,2,2,NA,1,-1,0,0,0,0,-1,0,0,0,1,NA,NA,Martinique
Portugal,Europe,27,2018,6,3,2,2,NA,1,-1,0,0,0,0,0,0,0,0,-1,NA,NA,Portugal
Slovenia,Europe,27,2018,6,3,2,1,NA,1,-1,0,0,0,0,0,0,0,0,0,NA,NA,Slovenia
South Africa,Africa,27,2018,6,3,2,2,NA,0,0,0,0,0,0,-1,0,-1,0,1,NA,NA,South Africa
Argentina,Americas,34,2018,5,1,2,2,NA,1,-1,0,0,0,0,-1,0,-1,0,2,NA,NA,Argentina
Czech Republic,Europe,34,2018,5,2,1,1,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Czech Republic
Estonia,Europe,34,2018,5,2,1,1,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Estonia
Guam,Oceania,34,2018,5,1,2,0,NA,1,0,0,0,0,0,-1,0,0,0,2,NA,NA,Guam
Puerto Rico,Americas,34,2018,5,2,2,2,NA,1,-1,0,0,0,0,-1,0,-2,0,2,NA,NA,Puerto Rico
United States of America,Americas,39,2018,4,2,2,2,NA,1,-1,0,0,0,0,-1,0,-1,0,0,NA,NA,United States of America
Bolivia,Americas,40,2018,3,2,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,2,NA,NA,Bolivia
Ecuador,Americas,40,2018,3,3,1,0,NA,1,-1,-1,0,0,0,-1,0,0,0,1,NA,NA,Ecuador
Italy,Europe,40,2018,3,1,1,0,NA,1,-1,0,0,0,0,0,0,0,0,1,NA,NA,Italy
Mozambique,Africa,40,2018,3,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Mozambique
Nepal,Asia,40,2018,3,3,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,1,NA,NA,Nepal
Monaco,Europe,80,2018,-1,0,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,0,NA,NA,Monaco
Nicaragua,Americas,80,2018,-1,1,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,-1,NA,NA,Nicaragua
Poland,Europe,80,2018,-1,1,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Poland
San Marino,Europe,80,2018,-1,1,0,0,NA,1,-2,0,0,0,0,-1,0,0,0,0,NA,NA,San Marino
Singapore,Asia,80,2018,-1,0,0,0,NA,0,0,0,-1,-1,0,0,0,0,0,1,NA,NA,Singapore
Armenia,Asia,94,2018,-2,1,0,0,NA,0,0,0,-1,0,0,-1,0,0,0,-1,NA,NA,Armenia
Cape Verde,Africa,94,2018,-2,1,0,0,NA,0,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Cape Verde
Gabon,Africa,94,2018,-2,0,0,0,NA,1,-1,0,0,0,0,-2,0,0,0,0,NA,NA,Gabon
Georgia,Asia,94,2018,-2,2,0,0,NA,1,-2,0,0,0,0,-1,0,-1,0,-1,NA,NA,Georgia
Honduras,Americas,94,2018,-2,2,0,0,NA,1,-1,0,-1,0,0,-1,0,-1,0,-1,NA,NA,Honduras
Kyrgyzstan,Asia,94,2018,-2,0,0,0,NA,1,-1,-1,0,0,0,-2,0,0,0,1,NA,NA,Kyrgyzstan
Peru,Americas,94,2018,-2,1,0,0,NA,1,-1,0,-1,0,0,-1,0,-2,0,1,NA,NA,Peru
Philippines,Asia,94,2018,-2,1,0,0,NA,0,-1,0,0,0,0,0,0,-1,0,-1,NA,NA,Philippines
Ukraine,Europe,94,2018,-2,1,0,0,NA,1,-1,0,-1,0,-1,-2,0,0,0,1,NA,NA,Ukraine
Venezuela,Americas,94,2018,-2,1,0,0,NA,1,-1,0,0,0,0,-1,0,-1,0,-1,NA,NA,Venezuela
Burkina Faso,Africa,104,2018,-3,0,0,0,NA,1,-2,0,0,0,0,-2,0,0,0,0,NA,NA,Burkina Faso
Fiji,Oceania,104,2018,-3,0,0,0,NA,1,-1,-1,-1,0,0,-1,0,0,0,0,NA,NA,Fiji
India,Asia,104,2018,-3,1,0,0,NA,0,-1,0,-1,-1,0,-1,-1,0,0,1,NA,NA,India
Indonesia,Asia,104,2018,-3,0,0,0,NA,1,-1,0,-1,0,0,-1,-1,0,0,0,NA,NA,Indonesia
Lebanon,Asia,104,2018,-3,0,0,0,NA,1,-1,0,-1,-1,0,-1,-1,0,0,1,NA,NA,Lebanon
Myanmar,Asia,104,2018,-3,0,0,0,NA,1,0,0,-1,-1,0,-1,0,0,0,-1,NA,NA,Myanmar
Vanuatu,Oceania,104,2018,-3,0,0,0,NA,1,-1,-1,0,0,0,-1,0,0,0,-1,NA,NA,Vanuatu
Azerbaijan,Asia,111,2018,-4,0,0,0,NA,1,-1,0,-1,0,-1,-1,-1,0,0,0,NA,NA,Azerbaijan
Belize,Americas,111,2018,-4,0,0,0,NA,0,-1,0,-1,0,0,-1,0,0,0,-1,NA,NA,Belize
Mauritius,Africa,111,2018,-4,1,0,0,NA,1,-1,0,-1,-1,0,-1,-1,0,0,-1,NA,NA,Mauritius
Namibia,Africa,111,2018,-4,0,0,0,NA,0,-1,0,-1,-1,0,0,0,0,0,-1,NA,NA,Namibia
Rwanda,Africa,111,2018,-4,0,0,0,NA,1,-2,0,0,0,0,-2,0,0,0,-1,NA,NA,Rwanda
Samoa,Oceania,111,2018,-4,0,0,0,NA,0,-2,0,-1,-1,0,-1,0,0,0,1,NA,NA,Samoa
Sri Lanka,Asia,111,2018,-4,0,0,0,NA,0,-1,-1,-1,-1,0,-1,0,0,0,1,NA,NA,Sri Lanka
Syria,Asia,111,2018,-4,0,0,0,NA,0,-1,-1,-1,-1,0,-1,0,0,0,1,NA,NA,Syria
Tajikistan,Asia,111,2018,-4,0,0,0,NA,1,-2,0,-1,0,0,-2,-1,0,0,1,NA,NA,Tajikistan
Turkey,Asia,111,2018,-4,0,0,0,NA,1,-1,0,-1,0,-1,-1,-1,-1,0,1,NA,NA,Turkey
Antigua & Barbuda,Americas,121,2018,-5,0,0,0,NA,0,0,0,-1,-1,0,-1,-1,0,0,-1,NA,NA,Antigua and Barbuda
The Bahamas,Americas,121,2018,-5,0,0,0,NA,0,-1,0,-1,0,0,-2,0,-2,0,1,NA,NA,The Bahamas
Barbados,Americas,121,2018,-5,0,0,0,NA,0,-1,0,-1,-1,0,-1,0,0,0,-1,NA,NA,Barbados
Belarus,Europe,121,2018,-5,0,0,0,NA,1,-1,-1,-1,0,-1,-2,-1,0,0,1,NA,NA,Belarus
Dem. Rep. of Congo,Africa,121,2018,-5,0,0,0,NA,0,-2,0,-1,0,0,-2,0,0,0,0,NA,NA,Democratic Republic of the Congo
Equatorial Guinea,Africa,121,2018,-5,0,0,0,NA,1,-2,-1,0,0,0,-2,0,0,0,-1,NA,NA,Equatorial Guinea
