country,continent,ranking,year,total,antidiscriminationLegislation,marriageCivilPartnership,adoptionAllowed,lgbtMarketing,equalAgeOfConsent,religiousInfluence,hivTravelRestrictions,antiGayLaws,homosexualityIllegal,prideBanned,localsHostile,prosecution,murders,deathSentence,transGenderRights,intersex3RdOption,conversionTherapy,longName
Nigeria,Africa,146,2019,-7,0,0,0,NA,0,0,0,-1,-1,0,-2,-2,0,0,-1,NA,NA,Nigeria
Togo,Africa,146,2019,-7,0,0,0,NA,0,-1,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Togo
Tonga,Oceania,146,2019,-7,0,0,0,NA,0,-2,-1,-1,-1,0,-1,0,0,0,-1,NA,NA,Tonga
Chad,Africa,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Chad
Comoros,Africa,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Comoros
Cook Islands,Oceania,159,2019,-8,-1,0,0,NA,0,-2,-1,-1,-1,0,-2,0,0,0,0,NA,NA,Cook Islands
Dominica,Americas,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Dominica
Eritrea,Africa,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Eritrea
Ethiopia,Africa,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Ethiopia
The Gambia,Africa,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,The Gambia
Haiti,Americas,159,2019,-8,0,0,0,NA,1,-2,0,-1,0,-1,-2,0,-2,0,-1,NA,NA,Haiti
Indonesia/Aceh,Asia,159,2019,-8,0,0,0,NA,1,-2,0,-1,-1,0,-2,-1,0,-1,-1,NA,NA,Indonesia/Aceh
Jamaica,Americas,159,2019,-8,0,0,0,NA,0,-1,0,-1,-1,1,-2,-1,-2,0,-1,NA,NA,Jamaica
Maldives,Asia,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Maldives
Mauritania,Africa,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,0,0,-1,-1,NA,NA,Mauritania
Morocco,Africa,159,2019,-8,0,0,0,NA,0,-1,0,-1,-1,0,-2,-1,-1,0,-1,NA,NA,Morocco
Papua New Guinea,Oceania,159,2019,-8,0,0,0,NA,0,-2,-1,-1,-1,0,-2,0,0,0,-1,NA,NA,Papua New Guinea
Russia,Europe,159,2019,-8,0,0,0,NA,1,-2,-1,-1,0,-1,-2,-1,-2,0,1,NA,NA,Russia
Senegal,Africa,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Senegal
Solomon Islands,Oceania,159,2019,-8,0,0,0,NA,0,-2,-1,-1,-1,0,-2,0,0,0,-1,NA,NA,Solomon Islands
Lebanon,Asia,104,2015,-4,0,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Lebanon
Liberia,Africa,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Liberia
Libya,Africa,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Libya
Liechtenstein,Europe,40,2015,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Liechtenstein
Lithuania,Europe,77,2015,-1,2,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,NA,NA,NA,Lithuania
Luxembourg,Europe,9,2015,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Luxembourg
Macau,Asia,43,2015,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Macau
North Macedonia,Europe,77,2015,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,North Macedonia
Madagascar,Africa,122,2015,-5,0,0,0,0,0,-1,0,0,0,0,-2,0,-2,0,NA,NA,NA,Madagascar
Malawi,Africa,176,2015,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,0,NA,NA,NA,Malawi
Malaysia,Asia,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Malaysia
Maldives,Asia,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Maldives
Malta,Europe,22,2015,4,1,1,2,1,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Malta
Martinique,Americas,18,2015,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Martinique
Mauritania,Africa,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,-1,NA,NA,NA,Mauritania
Mauritius,Africa,122,2015,-5,0,0,0,0,1,-1,0,-1,-1,0,-1,-2,0,0,NA,NA,NA,Mauritius
Mexico,Americas,55,2015,0,1,0,1,1,1,-1,0,0,0,0,-1,0,-2,0,NA,NA,NA,Mexico
Moldova,Europe,77,2015,-1,1,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,NA,NA,NA,Moldova
Monaco,Europe,77,2015,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Monaco
Mongolia,Asia,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Mongolia
Montenegro,Europe,43,2015,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Montenegro
Morocco,Africa,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Morocco
Myanmar,Asia,96,2015,-3,0,0,0,0,1,0,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Myanmar
Namibia,Africa,104,2015,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Namibia
Nepal,Asia,90,2015,-2,0,0,0,0,1,-1,0,0,0,0,-1,-1,0,0,NA,NA,NA,Nepal
Netherlands,Europe,3,2015,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Netherlands
New Caledonia,Oceania,14,2015,6,2,2,2,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,New Caledonia
New Zealand,Oceania,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,New Zealand
Nicaragua,Americas,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Nicaragua
Nigeria,Africa,141,2015,-6,0,0,0,0,0,0,0,-1,-1,0,-2,-1,0,-1,NA,NA,NA,Nigeria
Norway,Europe,9,2015,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Norway
Oman,Asia,122,2015,-5,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,NA,NA,NA,Oman
Pakistan,Asia,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Pakistan
Panama,Americas,104,2015,-4,0,0,0,0,1,-1,-1,-1,-1,0,0,-1,0,0,NA,NA,NA,Panama
Papua New Guinea,Oceania,161,2015,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Papua New Guinea
Paraguay,Americas,122,2015,-5,0,0,0,0,0,-1,0,-1,0,0,-1,0,-2,0,NA,NA,NA,Paraguay
Peru,Americas,141,2015,-6,0,0,0,0,1,-2,0,-1,0,0,-2,0,-2,0,NA,NA,NA,Peru
Philippines,Asia,55,2015,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Philippines
Poland,Europe,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Poland
Portugal,Europe,22,2015,4,3,2,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Portugal
Puerto Rico,Americas,77,2015,-1,2,0,0,0,1,-1,0,0,0,0,-1,0,-2,0,NA,NA,NA,Puerto Rico
Qatar,Asia,176,2015,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,0,NA,NA,NA,Qatar
Republic of the Congo,Africa,122,2015,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,NA,NA,NA,Republic of the Congo
Reunion,Africa,3,2015,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Reunion
Romania,Europe,43,2015,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Romania
Russia,Europe,183,2015,-9,0,0,0,0,1,-2,-1,-1,0,-1,-2,-1,-2,0,NA,NA,NA,Russia
Rwanda,Africa,96,2015,-3,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Rwanda
Sint Maarten,Americas,22,2015,4,2,2,2,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Sint Maarten
Samoa,Oceania,122,2015,-5,0,0,0,0,0,-2,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Samoa
San Marino,Europe,77,2015,-1,1,0,0,0,1,-2,0,0,0,0,-1,0,0,0,NA,NA,NA,San Marino
Saudi Arabia,Asia,191,2015,-12,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,-5,NA,NA,NA,Saudi Arabia
Senegal,Africa,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Senegal
Serbia,Europe,77,2015,-1,2,0,0,0,1,-1,0,0,0,-1,-2,0,0,0,NA,NA,NA,Serbia
Seychelles,Africa,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Seychelles
Sierra Leone,Africa,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Sierra Leone
Singapore,Asia,96,2015,-3,0,0,0,0,1,0,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Singapore
Slovakia,Europe,43,2015,1,2,0,0,0,1,0,0,-1,0,0,-1,0,0,0,NA,NA,NA,Slovakia
Slovenia,Europe,22,2015,4,3,1,1,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Slovenia
Solomon Islands,Oceania,161,2015,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Solomon Islands
Somalia,Africa,194,2015,-14,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-5,NA,NA,NA,Somalia
South Africa,Africa,22,2015,4,3,2,2,0,0,0,0,0,0,0,-1,0,-2,0,NA,NA,NA,South Africa
Spain,Europe,9,2015,7,2,2,2,1,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Spain
Sri Lanka,Asia,104,2015,-4,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,NA,NA,NA,Sri Lanka
Sudan,Africa,176,2015,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,-1,NA,NA,NA,Sudan
Suriname,Americas,104,2015,-4,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,NA,NA,NA,Suriname
Eswatini,Africa,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Eswatini
Sweden,Europe,1,2015,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Sweden
Switzerland,Europe,18,2015,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Switzerland
Syria,Asia,122,2015,-5,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Syria
Taiwan,Asia,43,2015,1,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,NA,NA,Taiwan
Tajikistan,Asia,104,2015,-4,0,0,0,0,1,-2,0,-1,0,0,-2,0,0,0,NA,NA,NA,Tajikistan
Tanzania,Africa,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Tanzania
Thailand,Asia,43,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Thailand
Togo,Africa,141,2015,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Togo
Tonga,Oceania,141,2015,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Tonga
Trinidad & Tobago,Americas,104,2015,-4,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,NA,NA,NA,Trinidad and Tobago
Tunisia,Africa,96,2015,-3,0,0,0,0,1,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Tunisia
Turkey,Asia,122,2015,-5,0,0,0,0,1,-1,0,-1,0,0,-1,-1,-2,0,NA,NA,NA,Turkey
Turkmenistan,Asia,161,2015,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Turkmenistan
Uganda,Africa,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Uganda
Ukraine,Europe,90,2015,-2,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,NA,NA,NA,Ukraine
United Arab Emirates,Asia,192,2015,-13,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,-5,NA,NA,NA,United Arab Emirates
United Kingdom,Europe,1,2015,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,United Kingdom
Uruguay,Americas,14,2015,6,2,1,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Uruguay
United States of America,Americas,43,2015,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,United States of America
Uzbekistan,Asia,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Uzbekistan
Vanuatu,Oceania,90,2015,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,NA,NA,NA,Vanuatu
Vatican City,Europe,176,2015,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-2,0,0,NA,NA,NA,Vatican City
Venezuela,Americas,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Venezuela
Vietnam,Asia,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Vietnam
Virgin Islands (USA),Americas,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Virgin Islands (USA)
Yemen,Asia,190,2015,-10,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,-2,-1,NA,NA,NA,Yemen
Zambia,Africa,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Zambia
Zimbabwe,Africa,176,2015,-8,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Zimbabwe
Sweden,Europe,1,2016,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Sweden
United Kingdom,Europe,1,2016,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,United Kingdom
Iceland,Europe,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Iceland
Netherlands,Europe,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Netherlands
Belgium,Europe,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Belgium
France,Europe,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,France
Canada,Americas,3,2016,8,3,2,2,1,1,0,-1,0,0,0,0,0,0,0,NA,NA,NA,Canada
Denmark,Europe,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Denmark
Reunion,Africa,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Reunion
Ireland,Europe,10,2016,7,2,2,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Ireland
Norway,Europe,10,2016,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Norway
Spain,Europe,10,2016,7,2,2,2,1,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Spain
Finland,Europe,10,2016,7,3,2,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Finland
Luxembourg,Europe,10,2016,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Luxembourg
Uruguay,Americas,10,2016,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Uruguay
Andorra,Europe,10,2016,7,3,1,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Andorra
Portugal,Europe,10,2016,7,3,2,2,0,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Portugal
Malta,Europe,18,2016,6,2,1,2,1,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Malta
Germany,Europe,18,2016,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Germany
Austria,Europe,18,2016,6,1,1,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Austria
French Polynesia,Oceania,18,2016,6,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,French Polynesia
New Caledonia,Oceania,18,2016,6,2,2,2,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,New Caledonia
Switzerland,Europe,23,2016,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Switzerland
Brazil,Americas,23,2016,5,1,2,1,1,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Brazil
Guadeloupe,Americas,23,2016,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Guadeloupe
Martinique,Americas,23,2016,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Martinique
New Zealand,Oceania,23,2016,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,New Zealand
Slovenia,Europe,23,2016,5,3,1,1,0,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Slovenia
Greenland,Americas,23,2016,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Greenland
United States of America,Americas,30,2016,4,1,2,2,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,United States of America
Gibraltar,Europe,30,2016,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Gibraltar
Argentina,Americas,30,2016,4,0,2,2,1,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Argentina
Czech Republic,Europe,30,2016,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Czech Republic
Estonia,Europe,30,2016,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Estonia
South Africa,Africa,30,2016,4,3,2,2,0,0,0,0,0,0,0,-1,0,-2,0,NA,NA,NA,South Africa
Israel,Asia,30,2016,4,1,1,2,1,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Israel
Thailand,Asia,37,2016,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Thailand
Guam,Oceania,37,2016,3,1,2,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Guam
Colombia,Americas,37,2016,3,2,2,2,0,1,-1,0,0,0,0,-1,0,-2,0,NA,NA,NA,Colombia
Puerto Rico,Americas,37,2016,3,2,2,2,0,1,-1,0,0,0,0,-1,0,-2,0,NA,NA,NA,Puerto Rico
Australia,Oceania,37,2016,3,1,0,1,1,1,0,-1,0,0,0,0,0,0,0,NA,NA,NA,Australia
Mozambique,Africa,42,2016,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Mozambique
Liechtenstein,Europe,42,2016,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Liechtenstein
Ecuador,Americas,42,2016,2,3,1,0,0,1,-1,-1,0,0,0,-1,0,0,0,NA,NA,NA,Ecuador
Mexico,Americas,42,2016,2,1,1,2,1,1,-1,0,0,0,0,-1,0,-2,0,NA,NA,NA,Mexico
Hungary,Europe,42,2016,2,2,1,0,0,1,-1,0,-1,0,0,0,0,0,0,NA,NA,NA,Hungary
Virgin Islands (USA),Americas,42,2016,2,1,2,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Virgin Islands (USA)
Nepal,Asia,42,2016,2,3,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Nepal
Curaçao,Americas,49,2016,1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Curaçao
Bolivia,Americas,49,2016,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Bolivia
Macau,Asia,49,2016,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Macau
Croatia,Europe,49,2016,1,2,1,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Croatia
Bosnia and Herzegovina,Europe,49,2016,1,2,0,0,0,1,0,0,0,0,-1,-1,0,0,0,NA,NA,NA,Bosnia and Herzegovina
Cyprus,Asia,49,2016,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Cyprus
Greece,Europe,49,2016,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Greece
Italy,Europe,49,2016,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Italy
Taiwan,Asia,49,2016,1,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,NA,NA,Taiwan
Costa Rica,Americas,49,2016,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Costa Rica
Slovakia,Europe,49,2016,1,2,0,0,0,1,0,0,-1,0,0,-1,0,0,0,NA,NA,NA,Slovakia
Aruba,Americas,49,2016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Aruba
Albania,Europe,61,2016,0,2,0,0,0,1,-1,0,0,0,0,-2,0,0,0,NA,NA,NA,Albania
British Virgin Islands,Americas,61,2016,0,3,0,0,0,1,-2,0,-1,0,0,-1,0,0,0,NA,NA,NA,British Virgin Islands
Japan,Asia,61,2016,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Japan
Nicaragua,Americas,61,2016,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Nicaragua
Sint Maarten,Americas,61,2016,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Sint Maarten
Kosovo,Europe,61,2016,0,3,0,0,0,1,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Kosovo
Latvia,Europe,61,2016,0,1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,NA,NA,NA,Latvia
Mongolia,Asia,61,2016,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Mongolia
Venezuela,Americas,61,2016,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Venezuela
Bermuda,Americas,61,2016,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Bermuda
Bulgaria,Europe,61,2016,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Bulgaria
Montenegro,Europe,61,2016,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Montenegro
Romania,Europe,61,2016,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Romania
Benin,Africa,61,2016,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Benin
Cambodia,Asia,61,2016,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Cambodia
China incl. Hong Kong,Asia,61,2016,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,People's Republic of China
Philippines,Asia,61,2016,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Philippines
Vietnam,Asia,61,2016,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Vietnam
Kazakhstan,Asia,79,2016,-1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,NA,NA,NA,Kazakhstan
Poland,Europe,79,2016,-1,1,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Poland
Seychelles,Africa,79,2016,-1,2,0,0,0,0,-1,0,0,0,0,-2,0,0,0,NA,NA,NA,Seychelles
Chile,Americas,79,2016,-1,1,1,0,0,0,-1,0,0,0,0,0,0,-2,0,NA,NA,NA,Chile
Lithuania,Europe,79,2016,-1,2,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,NA,NA,NA,Lithuania
North Macedonia,Europe,79,2016,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,North Macedonia
Moldova,Europe,79,2016,-1,1,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,NA,NA,NA,Moldova
San Marino,Europe,79,2016,-1,1,0,0,0,1,-2,0,0,0,0,-1,0,0,0,NA,NA,NA,San Marino
Monaco,Europe,79,2016,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Monaco
Guinea-Bissau,Africa,79,2016,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Guinea-Bissau
Laos,Asia,79,2016,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Laos
Gabon,Africa,90,2016,-2,0,0,0,0,1,-1,0,0,0,0,-2,0,0,0,NA,NA,NA,Gabon
Fiji,Oceania,90,2016,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,NA,NA,NA,Fiji
Ukraine,Europe,90,2016,-2,1,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,NA,NA,NA,Ukraine
Vanuatu,Oceania,90,2016,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,NA,NA,NA,Vanuatu
Cape Verde,Africa,90,2016,-2,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Cape Verde
Singapore,Asia,90,2016,-2,0,0,0,0,1,0,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Singapore
Azerbaijan,Asia,90,2016,-2,0,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,NA,NA,NA,Azerbaijan
Armenia,Asia,90,2016,-2,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,NA,NA,NA,Armenia
Serbia,Europe,90,2016,-2,2,0,0,0,1,-1,0,-1,0,-1,-2,0,0,0,NA,NA,NA,Serbia
Cuba,Americas,99,2016,-3,1,0,0,0,1,0,-1,-1,0,0,-1,0,-2,0,NA,NA,NA,Cuba
Georgia,Asia,99,2016,-3,2,0,0,0,1,-2,0,-1,0,0,-1,0,-2,0,NA,NA,NA,Georgia
Honduras,Americas,99,2016,-3,1,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,NA,NA,NA,Honduras
Myanmar,Asia,99,2016,-3,0,0,0,0,1,0,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Myanmar
Kyrgyzstan,Asia,99,2016,-3,0,0,0,0,1,-1,-1,0,0,0,-2,0,0,0,NA,NA,NA,Kyrgyzstan
Tunisia,Africa,99,2016,-3,0,0,0,0,1,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Tunisia
Botswana,Africa,99,2016,-3,1,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Botswana
